Text,Sentiment,Hashtags,Retweets,Likes,Month,Hour,Sentiment_Sigmoid,Sentiment_Binary
0.5752353487961333,0.6805246108277693,0.5228738653378715,0.5926665999540697,0.5709465968834663,0.5,0.6275543431675582,0.663855775046055,0
0.5253660745856414,0.6657546569572244,0.5442331315707192,0.5312093733737563,0.5,0.5,0.5860903115909772,0.6605519050872563,0
0.7263182941926872,0.6805246108277693,0.6809684634181128,0.6224593312018546,0.6055324872205856,0.5,0.6575001816623876,0.663855775046055,0
0.646172433653,0.6805246108277693,0.7231103476584995,0.549833997312478,0.5178495544061347,0.5,0.686242075055084,0.663855775046055,0
0.5288817762851026,0.6673254280244122,0.5780406801612484,0.574442516811659,0.5533673727996529,0.5,0.6955269022023237,0.6609040193507882,0
0.518327469270684,0.6805246108277693,0.6687267672895285,0.6513548646660542,0.6390927451628512,0.5,0.596596655008771,0.663855775046055,0
0.5169187851567294,0.6805246108277693,0.7310585786300049,0.5621765008857981,0.5356536708339716,0.5,0.6476432053239958,0.663855775046055,0
0.5102242445424454,0.6805246108277693,0.5164461395017581,0.5926665999540697,0.5709465968834663,0.5,0.6955269022023237,0.663855775046055,0
0.5790217361640454,0.6657546569572244,0.5413928871745308,0.679178699175393,0.6713474534827301,0.5,0.5860903115909772,0.6605519050872563,0
0.5565274018945863,0.6673254280244122,0.6022570482134367,0.610639233949222,0.5883486248147178,0.5,0.6275543431675582,0.6609040193507882,0
0.713522279101776,0.6805246108277693,0.6734633257365192,0.6341355910108007,0.6224593312018546,0.5,0.6575001816623876,0.663855775046055,0
0.5021156432271717,0.6657546569572244,0.6049953700644276,0.5436386872370789,0.5178495544061347,0.5,0.6070151310692473,0.6605519050872563,0
0.5207919521470091,0.6805246108277693,0.645852662986148,0.574442516811659,0.5533673727996529,0.5,0.6476432053239958,0.663855775046055,0
0.6884034269359706,0.6805246108277693,0.6056789295456844,0.6681877721681662,0.6553990357712653,0.5,0.686242075055084,0.663855775046055,0
0.6484264759715741,0.6673254280244122,0.6094310550822569,0.5926665999540697,0.5709465968834663,0.5,0.596596655008771,0.6609040193507882,0
0.5422123957207718,0.6805246108277693,0.5870858430456084,0.6224593312018546,0.6055324872205856,0.5,0.6376588823927429,0.663855775046055,0
0.7155361521743591,0.6805246108277693,0.5374831923413791,0.5926665999540697,0.5709465968834663,0.5,0.6768056770089327,0.663855775046055,0
0.6413205094689064,0.6805246108277693,0.6581862044291638,0.610639233949222,0.5883486248147178,0.5,0.5,0.663855775046055,0
0.6862816850100417,0.6673254280244122,0.6396111165308808,0.6513548646660542,0.6390927451628512,0.5,0.6173371204320177,0.6609040193507882,0
0.5607005393326274,0.6657546569572244,0.7185039793680721,0.549833997312478,0.5178495544061347,0.5,0.6575001816623876,0.6605519050872563,0
0.6923228577329089,0.6805246108277693,0.603627021051269,0.6341355910108007,0.6224593312018546,0.5,0.5860903115909772,0.663855775046055,0
0.6947211473508939,0.6805246108277693,0.5818742423393867,0.5926665999540697,0.5709465968834663,0.5,0.6376588823927429,0.663855775046055,0
0.6222935879019429,0.6805246108277693,0.7248256938754799,0.679178699175393,0.6713474534827301,0.5,0.6672230992552872,0.663855775046055,0
0.6997824959706297,0.6805246108277693,0.6645938794207403,0.6224593312018546,0.6055324872205856,0.5,0.596596655008771,0.663855775046055,0
0.5731662894204672,0.6805246108277693,0.5919324846759784,0.574442516811659,0.5533673727996529,0.5,0.6476432053239958,0.663855775046055,0
0.6361130705162108,0.6805246108277693,0.7126809613527673,0.5926665999540697,0.5709465968834663,0.5,0.6275543431675582,0.663855775046055,0
0.6015308332598578,0.6805246108277693,0.7055993244004339,0.6513548646660542,0.6390927451628512,0.5,0.6672230992552872,0.663855775046055,0
0.6295587700700767,0.6805246108277693,0.6649127010813327,0.5926665999540697,0.5709465968834663,0.5,0.6955269022023237,0.663855775046055,0
0.5327457279702468,0.6805246108277693,0.5003576537301305,0.6341355910108007,0.6224593312018546,0.5,0.6173371204320177,0.663855775046055,0
0.5793654997183698,0.6805246108277693,0.5724478801599535,0.574442516811659,0.5533673727996529,0.5,0.6575001816623876,0.663855775046055,0
0.5665976859119831,0.6805246108277693,0.6111323258849437,0.610639233949222,0.5883486248147178,0.5,0.6768056770089327,0.663855775046055,0
0.6400217142678895,0.6805246108277693,0.7079711585428373,0.5926665999540697,0.5709465968834663,0.5,0.686242075055084,0.663855775046055,0
0.7152489786487889,0.6805246108277693,0.5128726912364129,0.679178699175393,0.6713474534827301,0.5,0.6376588823927429,0.663855775046055,0
